image,expected_concentration,predicted_concentration,absolute_error,error,data
0.75-6_batch1.jpg,0.75,0.8668776764017438,0.11687767640174385,0.11687767640174385,train
1.0-4_batch1.jpg,1.0,0.9992762996488331,0.0007237003511668672,-0.0007237003511668672,train
1.0-9_batch1.jpg,1.0,0.9936058611488079,0.0063941388511921105,-0.0063941388511921105,train
1.0-1_batch1.jpg,1.0,1.2351853873114766,0.23518538731147665,0.23518538731147665,train
1.0-3_batch1.jpg,1.0,1.2718884717831114,0.2718884717831114,0.2718884717831114,train
1.0-6_batch1.jpg,1.0,1.05759412383071,0.05759412383071005,0.05759412383071005,train
1.0-8_batch1.jpg,1.0,0.9790106264961251,0.020989373503874864,-0.020989373503874864,train
1.0-2_batch1.jpg,1.0,0.9354452930684483,0.06455470693155174,-0.06455470693155174,train
1.0-5_batch1.jpg,1.0,0.8270670965888609,0.1729329034111391,-0.1729329034111391,train
1.0-10_batch1.jpg,1.0,0.9487472061875697,0.05125279381243031,-0.05125279381243031,train
1.0-7_batch1.jpg,1.0,0.9680688910322033,0.03193110896779672,-0.03193110896779672,train
1.25-4_batch1.jpg,1.25,1.1331428537147734,0.11685714628522659,-0.11685714628522659,train
1.25-5_batch1.jpg,1.25,1.244575689084018,0.005424310915981945,-0.005424310915981945,train
1.25-6_batch1.jpg,1.25,1.2714518564413133,0.02145185644131331,0.02145185644131331,train
1.25-8_batch1.jpg,1.25,1.404416441077358,0.15441644107735808,0.15441644107735808,train
1.25-1_batch1.jpg,1.25,1.2480094682848624,0.0019905317151376334,-0.0019905317151376334,train
1.25-10_batch1.jpg,1.25,1.4002622993938836,0.15026229939388358,0.15026229939388358,train
1.25-3_batch1.jpg,1.25,1.3283732286350938,0.07837322863509377,0.07837322863509377,train
1.25-9_batch1.jpg,1.25,1.1793575071148608,0.07064249288513924,-0.07064249288513924,train
1.25-7_batch1.jpg,1.25,1.1847094052924323,0.0652905947075677,-0.0652905947075677,train
1.25-2_batch1.jpg,1.25,1.1945699317605083,0.0554300682394917,-0.0554300682394917,train
1.5-1_batch1.jpg,1.5,1.5721094520213077,0.0721094520213077,0.0721094520213077,train
1.5-5_batch1.jpg,1.5,1.611842229466171,0.11184222946617095,0.11184222946617095,train
1.5-6_batch1.jpg,1.5,1.6225726152695295,0.12257261526952945,0.12257261526952945,train
1.5-8_batch1.jpg,1.5,1.624038688076711,0.12403868807671103,0.12403868807671103,train
1.5-3_batch1.jpg,1.5,1.6720031467114498,0.17200314671144978,0.17200314671144978,train
1.5-9_batch1.jpg,1.5,1.500712489905501,0.0007124899055011014,0.0007124899055011014,train
1.5-7_batch1.jpg,1.5,1.5964307782573663,0.09643077825736635,0.09643077825736635,train
1.5-10_batch1.jpg,1.5,1.6020759233464892,0.10207592334648918,0.10207592334648918,train
1.5-4_batch1.jpg,1.5,1.7645066941424825,0.2645066941424825,0.2645066941424825,train
1.5-2_batch1.jpg,1.5,1.5896960319805804,0.0896960319805804,0.0896960319805804,train
1.75-7_batch1.jpg,1.75,1.7632829487634192,0.013282948763419178,0.013282948763419178,train
1.75-1_batch1.jpg,1.75,1.7554420829527264,0.0054420829527264125,0.0054420829527264125,train
1.75-9_batch1.jpg,1.75,1.718742843671167,0.03125715632883308,-0.03125715632883308,train
1.75-3_batch1.jpg,1.75,1.7578609373856486,0.007860937385648636,0.007860937385648636,train
1.75-6_batch1.jpg,1.75,1.7171298673294166,0.03287013267058336,-0.03287013267058336,train
1.75-4_batch1.jpg,1.75,1.809549630483541,0.059549630483541005,0.059549630483541005,train
1.75-10_batch1.jpg,1.75,1.8546904405763103,0.10469044057631027,0.10469044057631027,train
1.75-5_batch1.jpg,1.75,1.7818374873845142,0.031837487384514196,0.031837487384514196,train
1.75-2_batch1.jpg,1.75,1.7395760155422204,0.01042398445777959,-0.01042398445777959,train
1.75-8_batch1.jpg,1.75,1.7543269097534957,0.0043269097534957,0.0043269097534957,train
2.0-6_batch1.jpg,2.0,1.7858277323746918,0.21417226762530817,-0.21417226762530817,train
2.0-2_batch1.jpg,2.0,1.8159233478420258,0.1840766521579742,-0.1840766521579742,train
2.0-8_batch1.jpg,2.0,1.980058600769898,0.019941399230102075,-0.019941399230102075,train
2.0-1_batch1.jpg,2.0,1.8084458168531352,0.1915541831468648,-0.1915541831468648,train
2.0-5_batch1.jpg,2.0,2.033658196303505,0.03365819630350497,0.03365819630350497,train
2.0-7_batch1.jpg,2.0,1.8116802970844765,0.18831970291552347,-0.18831970291552347,train
2.0-9_batch1.jpg,2.0,1.7162843343023961,0.28371566569760387,-0.28371566569760387,train
2.0-3_batch1.jpg,2.0,1.7000388439150722,0.2999611560849278,-0.2999611560849278,train
2.0-10_batch1.jpg,2.0,1.678850639659273,0.32114936034072694,-0.32114936034072694,train
2.0-4_batch1.jpg,2.0,1.6354386665821905,0.3645613334178095,-0.3645613334178095,train
0.25-8_batch3.jpg,0.25,0.23636287953380464,0.013637120466195363,-0.013637120466195363,test
0.25-10_batch2.jpg,0.25,0.29353206758368167,0.043532067583681666,0.043532067583681666,test
0.25-8_batch2.jpg,0.25,0.31785080966614876,0.06785080966614876,0.06785080966614876,test
0.25-10_batch3.jpg,0.25,0.19217834187089355,0.057821658129106446,-0.057821658129106446,test
0.25-6_batch2.jpg,0.25,0.19920912445298766,0.05079087554701234,-0.05079087554701234,test
0.25-5_batch2.jpg,0.25,0.5791264742038726,0.32912647420387264,0.32912647420387264,test
0.25-6_batch3.jpg,0.25,0.16581509028366614,0.08418490971633386,-0.08418490971633386,test
0.25-5_batch3.jpg,0.25,0.29341790115122457,0.04341790115122457,0.04341790115122457,test
0.25-9_batch2.jpg,0.25,0.2133532639355189,0.0366467360644811,-0.0366467360644811,test
0.25-2_batch2.jpg,0.25,0.3847198407746908,0.1347198407746908,0.1347198407746908,test
0.25-1_batch3.jpg,0.25,0.21201287034715222,0.037987129652847784,-0.037987129652847784,test
0.25-9_batch3.jpg,0.25,0.3577189338323219,0.1077189338323219,0.1077189338323219,test
0.25-1_batch2.jpg,0.25,0.4288308001356813,0.1788308001356813,0.1788308001356813,test
0.25-2_batch3.jpg,0.25,0.32575492846526366,0.07575492846526366,0.07575492846526366,test
0.25-4_batch2.jpg,0.25,0.33781938345120244,0.08781938345120244,0.08781938345120244,test
0.25-7_batch2.jpg,0.25,0.2809738549437397,0.03097385494373972,0.03097385494373972,test
0.25-3_batch2.jpg,0.25,0.528690045060666,0.27869004506066597,0.27869004506066597,test
0.25-3_batch3.jpg,0.25,0.09283608863193304,0.15716391136806696,-0.15716391136806696,test
0.25-4_batch3.jpg,0.25,0.32947420844278374,0.07947420844278374,0.07947420844278374,test
0.25-7_batch3.jpg,0.25,0.24924208597066366,0.0007579140293363373,-0.0007579140293363373,test
0.5-7_batch3.jpg,0.5,0.31711744752638094,0.18288255247361906,-0.18288255247361906,test
0.5-7_batch2.jpg,0.5,0.34966170790568274,0.15033829209431726,-0.15033829209431726,test
0.5-1_batch2.jpg,0.5,0.3613195634487363,0.13868043655126372,-0.13868043655126372,test
0.5-9_batch3.jpg,0.5,0.5023657303380404,0.0023657303380404393,0.0023657303380404393,test
0.5-9_batch2.jpg,0.5,0.3752317007461663,0.1247682992538337,-0.1247682992538337,test
0.5-2_batch3.jpg,0.5,0.3784571751024801,0.12154282489751989,-0.12154282489751989,test
0.5-1_batch3.jpg,0.5,0.40914874188948835,0.09085125811051165,-0.09085125811051165,test
0.5-4_batch3.jpg,0.5,0.3754035366295856,0.12459646337041441,-0.12459646337041441,test
0.5-2_batch2.jpg,0.5,0.35588857776856453,0.14411142223143547,-0.14411142223143547,test
0.5-4_batch2.jpg,0.5,0.3818498976036584,0.1181501023963416,-0.1181501023963416,test
0.5-3_batch3.jpg,0.5,0.4047694533273076,0.09523054667269237,-0.09523054667269237,test
0.5-3_batch2.jpg,0.5,0.38894536551477366,0.11105463448522634,-0.11105463448522634,test
0.5-6_batch2.jpg,0.5,0.3056994068480545,0.19430059315194548,-0.19430059315194548,test
0.5-10_batch2.jpg,0.5,0.2779247899613715,0.2220752100386285,-0.2220752100386285,test
0.5-5_batch2.jpg,0.5,0.3247681751426308,0.1752318248573692,-0.1752318248573692,test
0.5-8_batch3.jpg,0.5,0.4252854924831275,0.07471450751687247,-0.07471450751687247,test
0.5-6_batch3.jpg,0.5,0.40118163605909585,0.09881836394090415,-0.09881836394090415,test
0.5-8_batch2.jpg,0.5,0.3627738862378562,0.13722611376214378,-0.13722611376214378,test
0.5-10_batch3.jpg,0.5,0.39784423152726345,0.10215576847273655,-0.10215576847273655,test
0.5-5_batch3.jpg,0.5,0.4180491025111892,0.08195089748881079,-0.08195089748881079,test
0.75-8_batch2.jpg,0.75,0.8198651212200152,0.0698651212200152,0.0698651212200152,test
0.75-3_batch3.jpg,0.75,0.8562903392948693,0.10629033929486931,0.10629033929486931,test
0.75-10_batch3.jpg,0.75,0.6898616307368206,0.06013836926317939,-0.06013836926317939,test
0.75-7_batch3.jpg,0.75,0.7379083346870816,0.012091665312918387,-0.012091665312918387,test
0.75-9_batch3.jpg,0.75,0.7749908987262888,0.02499089872628879,0.02499089872628879,test
0.75-10_batch2.jpg,0.75,0.825609648120952,0.07560964812095206,0.07560964812095206,test
0.75-3_batch2.jpg,0.75,0.8121778422695913,0.06217784226959133,0.06217784226959133,test
0.75-9_batch2.jpg,0.75,0.7680492091819506,0.01804920918195063,0.01804920918195063,test
0.75-7_batch2.jpg,0.75,0.8863902099659333,0.13639020996593332,0.13639020996593332,test
0.75-1_batch2.jpg,0.75,0.7208401203380475,0.029159879661952548,-0.029159879661952548,test
0.75-8_batch3.jpg,0.75,0.8250409225558313,0.07504092255583128,0.07504092255583128,test
0.75-4_batch3.jpg,0.75,0.7172016516519868,0.03279834834801321,-0.03279834834801321,test
0.75-2_batch2.jpg,0.75,0.7811322938215559,0.031132293821555912,0.031132293821555912,test
0.75-1_batch3.jpg,0.75,0.7652537820995617,0.015253782099561741,0.015253782099561741,test
0.75-2_batch3.jpg,0.75,0.7510887263505279,0.0010887263505279243,0.0010887263505279243,test
0.75-5_batch2.jpg,0.75,0.6931757725304153,0.05682422746958471,-0.05682422746958471,test
0.75-4_batch2.jpg,0.75,0.8031649564110395,0.053164956411039466,0.053164956411039466,test
0.75-6_batch2.jpg,0.75,0.8268430507935309,0.07684305079353093,0.07684305079353093,test
0.75-5_batch3.jpg,0.75,0.8247576389136431,0.07475763891364307,0.07475763891364307,test
0.75-6_batch3.jpg,0.75,0.7242095916741094,0.025790408325890635,-0.025790408325890635,test
1.0-9_batch2.jpg,1.0,1.1100163264649143,0.11001632646491433,0.11001632646491433,test
1.0-6_batch3.jpg,1.0,1.0231388999639137,0.023138899963913717,0.023138899963913717,test
1.0-1_batch2.jpg,1.0,0.987526541786111,0.01247345821388901,-0.01247345821388901,test
1.0-1_batch3.jpg,1.0,1.094392093358819,0.09439209335881893,0.09439209335881893,test
1.0-4_batch2.jpg,1.0,1.0407358247888157,0.040735824788815655,0.040735824788815655,test
1.0-3_batch3.jpg,1.0,1.0312122068057459,0.03121220680574588,0.03121220680574588,test
1.0-6_batch2.jpg,1.0,0.9477202040443184,0.05227979595568155,-0.05227979595568155,test
1.0-3_batch2.jpg,1.0,0.9856751472078755,0.014324852792124476,-0.014324852792124476,test
1.0-4_batch3.jpg,1.0,1.05898372705832,0.05898372705832,0.05898372705832,test
1.0-9_batch3.jpg,1.0,1.0262206163846201,0.026220616384620143,0.026220616384620143,test
1.0-5_batch2.jpg,1.0,1.004603722233891,0.00460372223389105,0.00460372223389105,test
1.0-2_batch2.jpg,1.0,0.9654312831775658,0.03456871682243423,-0.03456871682243423,test
1.0-10_batch2.jpg,1.0,1.0921528193253935,0.09215281932539354,0.09215281932539354,test
1.0-7_batch3.jpg,1.0,1.0565622720576193,0.05656227205761932,0.05656227205761932,test
1.0-7_batch2.jpg,1.0,1.0029067511630754,0.0029067511630753717,0.0029067511630753717,test
1.0-10_batch3.jpg,1.0,1.1091785018301845,0.10917850183018452,0.10917850183018452,test
1.0-8_batch2.jpg,1.0,1.0482630306270837,0.0482630306270837,0.0482630306270837,test
1.0-5_batch3.jpg,1.0,1.0128106620586805,0.012810662058680533,0.012810662058680533,test
1.0-8_batch3.jpg,1.0,1.0352764274072552,0.03527642740725523,0.03527642740725523,test
1.0-2_batch3.jpg,1.0,1.0812413718248257,0.08124137182482571,0.08124137182482571,test
1.25-5_batch2.jpg,1.25,1.2760266485547658,0.026026648554765774,0.026026648554765774,test
1.25-9_batch2.jpg,1.25,1.2740081250511492,0.024008125051149243,0.024008125051149243,test
1.25-10_batch2.jpg,1.25,1.1492355735127335,0.10076442648726647,-0.10076442648726647,test
1.25-7_batch2.jpg,1.25,1.2196340053014159,0.030365994698584142,-0.030365994698584142,test
1.25-2_batch3.jpg,1.25,1.4124359524494854,0.1624359524494854,0.1624359524494854,test
1.25-5_batch3.jpg,1.25,1.4117075012070552,0.16170750120705524,0.16170750120705524,test
1.25-1_batch3.jpg,1.25,1.2569671460911336,0.00696714609113358,0.00696714609113358,test
1.25-6_batch3.jpg,1.25,1.288518116285434,0.038518116285434,0.038518116285434,test
1.25-9_batch3.jpg,1.25,1.3027129049961874,0.052712904996187415,0.052712904996187415,test
1.25-6_batch2.jpg,1.25,1.1836378365405542,0.06636216345944579,-0.06636216345944579,test
1.25-2_batch2.jpg,1.25,1.2096129974053031,0.04038700259469685,-0.04038700259469685,test
1.25-8_batch3.jpg,1.25,1.3094669426290038,0.05946694262900376,0.05946694262900376,test
1.25-10_batch3.jpg,1.25,1.407781433596174,0.15778143359617403,0.15778143359617403,test
1.25-7_batch3.jpg,1.25,1.436754330632387,0.1867543306323869,0.1867543306323869,test
1.25-3_batch2.jpg,1.25,1.122635305145865,0.12736469485413493,-0.12736469485413493,test
1.25-1_batch2.jpg,1.25,1.2467343529556798,0.003265647044320197,-0.003265647044320197,test
1.25-4_batch3.jpg,1.25,1.3042788438280843,0.054278843828084344,0.054278843828084344,test
1.25-8_batch2.jpg,1.25,1.1634163301314038,0.08658366986859622,-0.08658366986859622,test
1.25-4_batch2.jpg,1.25,1.2369316317163124,0.013068368283687626,-0.013068368283687626,test
1.25-3_batch3.jpg,1.25,1.2977526954456629,0.04775269544566285,0.04775269544566285,test
1.5-3_batch3.jpg,1.5,1.5738808956880945,0.07388089568809453,0.07388089568809453,test
1.5-6_batch3.jpg,1.5,1.6349440270100286,0.1349440270100286,0.1349440270100286,test
1.5-5_batch2.jpg,1.5,1.4741161958996025,0.02588380410039748,-0.02588380410039748,test
1.5-8_batch3.jpg,1.5,1.5809098940155204,0.0809098940155204,0.0809098940155204,test
1.5-3_batch2.jpg,1.5,1.381658893269707,0.11834110673029308,-0.11834110673029308,test
1.5-6_batch2.jpg,1.5,1.563117213112394,0.06311721311239404,0.06311721311239404,test
1.5-1_batch2.jpg,1.5,1.4532557136304955,0.04674428636950445,-0.04674428636950445,test
1.5-10_batch3.jpg,1.5,1.4986920368397487,0.0013079631602512798,-0.0013079631602512798,test
1.5-2_batch3.jpg,1.5,1.6247620425981775,0.12476204259817747,0.12476204259817747,test
1.5-2_batch2.jpg,1.5,1.6130935727929798,0.11309357279297982,0.11309357279297982,test
1.5-9_batch3.jpg,1.5,1.594337715179957,0.09433771517995693,0.09433771517995693,test
1.5-1_batch3.jpg,1.5,1.528818771269726,0.028818771269726096,0.028818771269726096,test
1.5-10_batch2.jpg,1.5,1.4227227764858106,0.07727722351418942,-0.07727722351418942,test
1.5-4_batch3.jpg,1.5,1.421110980433455,0.07888901956654504,-0.07888901956654504,test
1.5-7_batch3.jpg,1.5,1.5650648755235745,0.06506487552357454,0.06506487552357454,test
1.5-9_batch2.jpg,1.5,1.502160828605506,0.0021608286055059267,0.0021608286055059267,test
1.5-7_batch2.jpg,1.5,1.4774488379240673,0.022551162075932663,-0.022551162075932663,test
1.5-8_batch2.jpg,1.5,1.5272038062195783,0.027203806219578297,0.027203806219578297,test
1.5-5_batch3.jpg,1.5,1.5702072718287008,0.07020727182870079,0.07020727182870079,test
1.5-4_batch2.jpg,1.5,1.3649304753040696,0.13506952469593037,-0.13506952469593037,test
1.75-5_batch2.jpg,1.75,1.6901734090442355,0.05982659095576448,-0.05982659095576448,test
1.75-4_batch3.jpg,1.75,1.8996058640165574,0.1496058640165574,0.1496058640165574,test
1.75-3_batch3.jpg,1.75,1.7426169635364932,0.007383036463506798,-0.007383036463506798,test
1.75-4_batch2.jpg,1.75,1.6584345831225686,0.09156541687743136,-0.09156541687743136,test
1.75-7_batch3.jpg,1.75,1.7849617935816515,0.034961793581651524,0.034961793581651524,test
1.75-9_batch3.jpg,1.75,1.7375412277063453,0.012458772293654663,-0.012458772293654663,test
1.75-6_batch2.jpg,1.75,1.7015744888036468,0.04842551119635319,-0.04842551119635319,test
1.75-7_batch2.jpg,1.75,1.6336069438798944,0.11639305612010564,-0.11639305612010564,test
1.75-10_batch2.jpg,1.75,1.729458883206072,0.020541116793928005,-0.020541116793928005,test
1.75-2_batch2.jpg,1.75,1.6867422124655178,0.06325778753448219,-0.06325778753448219,test
1.75-10_batch3.jpg,1.75,1.8313105581417564,0.08131055814175636,0.08131055814175636,test
1.75-3_batch2.jpg,1.75,1.7923126118022665,0.04231261180226653,0.04231261180226653,test
1.75-2_batch3.jpg,1.75,1.792797180977717,0.04279718097771701,0.04279718097771701,test
1.75-9_batch2.jpg,1.75,1.7314092460438593,0.018590753956140738,-0.018590753956140738,test
1.75-1_batch3.jpg,1.75,1.6877298564373886,0.0622701435626114,-0.0622701435626114,test
1.75-1_batch2.jpg,1.75,1.7016144390819243,0.048385560918075665,-0.048385560918075665,test
1.75-8_batch3.jpg,1.75,1.8147707025469444,0.06477070254694439,0.06477070254694439,test
1.75-6_batch3.jpg,1.75,1.7941690102330514,0.04416901023305142,0.04416901023305142,test
1.75-5_batch3.jpg,1.75,1.8084955037392274,0.058495503739227406,0.058495503739227406,test
1.75-8_batch2.jpg,1.75,1.6167562162362563,0.13324378376374368,-0.13324378376374368,test
2.0-4_batch2.jpg,2.0,1.739638779329566,0.260361220670434,-0.260361220670434,test
2.0-10_batch2.jpg,2.0,1.887457107741799,0.11254289225820102,-0.11254289225820102,test
2.0-9_batch3.jpg,2.0,1.8214159206349316,0.17858407936506837,-0.17858407936506837,test
2.0-3_batch2.jpg,2.0,1.8985092645378474,0.10149073546215259,-0.10149073546215259,test
2.0-4_batch3.jpg,2.0,1.8230965305222095,0.17690346947779045,-0.17690346947779045,test
2.0-1_batch2.jpg,2.0,1.698753750333399,0.3012462496666011,-0.3012462496666011,test
2.0-1_batch3.jpg,2.0,1.8031618740137643,0.19683812598623573,-0.19683812598623573,test
2.0-6_batch3.jpg,2.0,1.7625517441223968,0.2374482558776032,-0.2374482558776032,test
2.0-6_batch2.jpg,2.0,1.7628504024502416,0.2371495975497584,-0.2371495975497584,test
2.0-3_batch3.jpg,2.0,1.7281247930082198,0.27187520699178025,-0.27187520699178025,test
2.0-8_batch2.jpg,2.0,1.661809072133463,0.33819092786653693,-0.33819092786653693,test
2.0-8_batch3.jpg,2.0,1.8023846522494371,0.1976153477505629,-0.1976153477505629,test
2.0-5_batch2.jpg,2.0,1.6822690971173382,0.3177309028826618,-0.3177309028826618,test
2.0-5_batch3.jpg,2.0,1.7528536033012534,0.2471463966987466,-0.2471463966987466,test
2.0-2_batch3.jpg,2.0,1.8070822511457956,0.19291774885420443,-0.19291774885420443,test
2.0-2_batch2.jpg,2.0,1.7905020025835015,0.20949799741649855,-0.20949799741649855,test
2.0-7_batch3.jpg,2.0,1.7858779513976484,0.21412204860235162,-0.21412204860235162,test
2.0-7_batch2.jpg,2.0,1.7289082626347199,0.27109173736528014,-0.27109173736528014,test
2.0-10_batch3.jpg,2.0,1.771963746427932,0.22803625357206792,-0.22803625357206792,test
2.0-9_batch2.jpg,2.0,1.7530801603532484,0.24691983964675157,-0.24691983964675157,test
